YEAR,MONTH,DAY,Temperature,Humidity,Precipitation,Wind Speed
1989,12,6,12.22,5.98,0.03,1.95
1989,12,7,11.3,5.19,4.31,2.2
1989,12,8,6.28,3.05,30.8,1.92
1989,12,9,2.38,2.44,16.88,0.96
1989,12,10,11.29,2.62,0.16,2.8
1989,12,11,6.14,3.23,3.71,1.1
1989,12,12,1.65,3.66,12.31,2.27
1989,12,13,8.67,3.17,5.28,2.23
1989,12,14,10.87,2.38,0.18,1.84
1989,12,15,9.16,3.05,0.02,3.94
1989,12,16,10.19,1.71,0,2.3
1989,12,17,8.87,1.34,0,2.58
1989,12,18,5.68,2.01,0.07,2.02
1989,12,19,7.41,2.14,4.71,0.72
1989,12,20,8.19,2.2,0,2.22
1989,12,21,12.34,2.32,0.05,2.1
1989,12,22,6.52,1.04,0.1,1.6
1989,12,23,5.17,1.22,1.41,2.17
1989,12,24,7.66,1.46,0.19,2.87
1989,12,25,12.84,1.89,0.03,1.54
1989,12,26,10.79,2.62,0,1.53
1989,12,27,9.52,1.95,0,1.62
1989,12,28,10.17,3.05,0,2.24
1989,12,29,8.75,3.6,0.01,1.09
1989,12,30,7.38,4.76,2.72,0.66
1989,12,31,13.08,7.51,7.06,2.98
1990,1,1,16.41,3.91,3.71,2.97
1990,1,2,11.21,2.69,0,1.68
1990,1,3,13.85,3.78,0.02,1.33
1990,1,4,13.09,7.2,1.07,2.56
1990,1,5,6.75,5.98,1.4,1.33
1990,1,6,6.67,5.31,8.97,2.3
1990,1,7,6.8,4.27,6.78,1.02
1990,1,8,3.28,4.46,13.98,1.99
1990,1,9,6.98,4.39,0.19,2.73
1990,1,10,13.17,4.33,0,3.74
1990,1,11,14.74,4.7,0,2.8
1990,1,12,9.2,3.3,0,2.15
1990,1,13,9.53,2.38,0,2.52
1990,1,14,11.32,2.87,0.01,2.23
1990,1,15,15.94,4.7,0.06,2.09
1990,1,16,14.42,6.29,0,1.73
1990,1,17,11.45,7.2,0,2.3
1990,1,18,9.3,8.79,0.08,2.34
1990,1,19,6.42,4.94,0.02,2.5
1990,1,20,5.92,5.92,1.75,1.73
1990,1,21,8.97,8.24,11.95,1.98
1990,1,22,12.5,4.52,0,1.38
1990,1,23,13.51,5.19,0.02,2.07
1990,1,24,4.83,6.59,5.71,1.3
1990,1,25,12.96,10.38,6.85,4.7
1990,1,26,10.45,3.66,10.73,3.63
1990,1,27,13.7,3.3,0,1.76
1990,1,28,16.7,4.46,0.08,0.98
1990,1,29,14,7.93,4.49,5.29
1990,1,30,10.91,4.21,0.03,3.38
1990,1,31,13.8,4.88,0.08,1.84
1990,2,1,13.38,5.98,0.65,2.24
1990,2,2,13.62,9.58,0.09,2.71
1990,2,3,8.42,10.38,3.75,1.11
1990,2,4,14.35,10.62,4.93,3.59
1990,2,5,9.84,3.17,0,3.85
1990,2,6,17.02,4.21,0.01,1.37
1990,2,7,12.77,5.98,2.07,3.05
1990,2,8,15.21,5.55,0,1.17
1990,2,9,12.75,8.91,8.61,1.8
1990,2,10,15.72,9.58,17.36,4.57
1990,2,11,12.89,4.27,0.36,2.66
1990,2,12,9.68,4.15,0.01,3.59
1990,2,13,17.37,5.31,0,2.53
1990,2,14,12.52,7.87,0,1.53
1990,2,15,10.76,10.07,5.92,2.64
1990,2,16,5.14,12.15,13.71,3.81
1990,2,17,11.54,5.55,5.15,1.83
1990,2,18,8.58,4.15,2.67,2.59
1990,2,19,7.34,5.74,15.05,2.85
1990,2,20,11.17,3.48,0,2.49
1990,2,21,16.27,3.48,0.06,1.07
1990,2,22,15.5,9.58,8.83,3.66
1990,2,23,6.76,9.77,3.53,2.03
1990,2,24,10.56,3.66,0.27,4.22
1990,2,25,8.39,1.65,0.01,3.8
1990,2,26,10.7,1.65,0,2.7
1990,2,27,15.09,3.23,0.01,2.51
1990,2,28,9.95,4.76,0.01,1.92
1990,3,1,7.98,3.42,0.18,2.05
1990,3,2,11.85,5.37,6.36,1.18
1990,3,3,9.3,6.41,12.8,2.42
1990,3,4,11.02,3.48,0,2.68
1990,3,5,17.4,4.15,0.11,1.52
1990,3,6,19.56,5.55,0.01,4.22
1990,3,7,10.1,2.87,0.02,3.11
1990,3,8,14.48,2.93,0.01,1.76
1990,3,9,16.66,6.47,1.19,2.99
1990,3,10,13.67,7.32,0.18,2.14
1990,3,11,15.06,10.44,0,1.06
1990,3,12,13.09,11.9,0.01,0.98
1990,3,13,14.3,10.93,0,1.65
1990,3,14,14.34,11.17,0,1.25
1990,3,15,9.06,11.6,0.27,2.05
1990,3,16,5.59,13.06,4,1.9
1990,3,17,10.55,12.33,24.55,5.18
1990,3,18,9.87,6.35,0.37,2.04
1990,3,19,13.01,6.9,0.29,2.67
1990,3,20,9.32,3.42,0.76,2.35
1990,3,21,18.21,3.42,0,1.9
1990,3,22,18.23,5.19,0,3.02
1990,3,23,14.03,7.14,0,2.09
1990,3,24,12.59,5.68,0.37,3.29
1990,3,25,7.78,5.31,0.58,2.06
1990,3,26,8.82,5.25,0.58,1.47
1990,3,27,11.38,4.03,0.1,2.74
1990,3,28,16.12,4.33,0.96,1.26
1990,3,29,3.07,5.43,52.84,3.05
1990,3,30,14.88,6.77,0.59,2
1990,3,31,6.77,8.91,14.78,1.55
1990,4,1,14.44,9.34,4.9,1.92
1990,4,2,8.32,10.68,11.64,3.05
1990,4,3,10.88,5.13,2.06,1.75
1990,4,4,14.02,4.82,0.05,2.49
1990,4,5,15.8,6.29,1.54,1.16
1990,4,6,14.45,8.48,4.92,3.63
1990,4,7,10.64,3.85,7.82,3.34
1990,4,8,16.77,3.42,0,1.81
1990,4,9,13.67,4.7,0.05,2.09
1990,4,10,13.46,8.79,0.27,3.88
1990,4,11,15.45,7.08,1.01,3.85
1990,4,12,13.56,3.97,0.16,1.48
1990,4,13,15.47,4.09,0,1.93
1990,4,14,13.78,7.75,4.74,2.37
1990,4,15,8.56,9.09,5.34,2.45
1990,4,16,12.09,8,1.34,1.9
1990,4,17,16.53,9.28,3.37,3.52
1990,4,18,10.32,4.03,0.48,2.7
1990,4,19,17.1,5,0.01,1.82
1990,4,20,15.2,8.12,1,1.55
1990,4,21,10.28,10.19,2.71,3.48
1990,4,22,11.1,8.06,0.07,2.02
1990,4,23,18.69,8.12,0,1.39
1990,4,24,16.57,10.25,0,1.4
1990,4,25,13.2,11.35,0,1.42
1990,4,26,15.18,12.21,0,1.69
1990,4,27,15.47,12.33,0,1.27
1990,4,28,9.95,10.8,0.53,2.27
1990,4,29,7.63,9.4,6.86,1.83
1990,4,30,11.28,11.35,18.84,1.16
1990,5,1,13.05,13.49,9.99,2.21
1990,5,2,9.3,10.74,6.75,1.13
1990,5,3,8.34,10.01,11.83,1.59
1990,5,4,10.39,12.57,4.45,2.88
1990,5,5,11.46,13.37,9.34,1.3
1990,5,6,11.66,6.65,0.58,2.8
1990,5,7,12.82,6.71,0.03,1.12
1990,5,8,17.22,8.36,0.02,1.84
1990,5,9,7.76,10.93,4.21,1.61
1990,5,10,16.11,11.29,18.58,2.77
1990,5,11,13.55,6.47,0,2.23
1990,5,12,13.02,8.48,0.05,2.38
1990,5,13,10.91,12.39,2.87,2.52
1990,5,14,12.8,10.38,0,1.2
1990,5,15,15.14,11.72,0,1.88
1990,5,16,11.07,13.31,0.09,2.04
1990,5,17,11.17,13.37,0.77,3.07
1990,5,18,10.54,7.69,0,2.09
1990,5,19,16.41,9.03,0.27,1.34
1990,5,20,13.74,12.39,6.51,2.14
1990,5,21,9.08,13.31,0.96,2.34
1990,5,22,10.31,9.4,22.32,2.08
1990,5,23,14.64,6.96,0.05,1.27
1990,5,24,12.39,8.54,0.16,1.53
1990,5,25,13.7,10.01,2.28,2.6
1990,5,26,11.12,13.24,5.72,2.86
1990,5,27,10.33,13.37,19.2,2
1990,5,28,5.46,11.11,25.85,1.16
1990,5,29,8.37,12.33,7.79,3.05
1990,5,30,12.48,8.42,0,3.18
1990,5,31,13.25,9.03,0,1.43
1990,6,1,14.8,10.99,0,2.02
1990,6,2,10.02,12.39,1.03,0.93
1990,6,3,11.52,14.47,2.68,2.48
1990,6,4,13.16,13.31,1.47,1.52
1990,6,5,10.9,7.45,0.04,2.59
1990,6,6,17.19,10.99,0,1.69
1990,6,7,13.79,14.53,0.12,1.87
1990,6,8,9.8,16.72,0.26,1.65
1990,6,9,7.11,16.72,3.26,0.77
1990,6,10,10.76,13.85,1.34,1.65
1990,6,11,9.95,10.38,0,2.03
1990,6,12,10.48,8.42,0,2.19
1990,6,13,12.58,8.54,0,1.53
1990,6,14,15.6,12.02,0.63,1.8
1990,6,15,6.18,14.71,4.36,1.33
1990,6,16,11.29,12.33,0.07,1.35
1990,6,17,16.24,11.41,0,1.77
1990,6,18,16.84,14.47,10.14,1.12
1990,6,19,11.8,14.16,3.8,1.75
1990,6,20,12.6,11.54,0.12,1.12
1990,6,21,14.43,14.77,2.05,2.59
1990,6,22,13.72,16.05,9.34,1.67
1990,6,23,9.02,14.95,3.83,1.36
1990,6,24,11.7,10.8,0.03,1.06
1990,6,25,14.7,10.13,0.04,1
1990,6,26,10.87,12.02,0.13,1.42
1990,6,27,15.91,12.33,0.61,1.77
1990,6,28,15.74,13.61,0.04,0.95
1990,6,29,14.42,13.49,0.57,1.69
1990,6,30,12.23,15.01,1.79,1.92
1990,7,1,9.96,16.11,6.04,1.66
1990,7,2,12.06,10.8,0.31,1.68
1990,7,3,16.06,9.89,0,1.59
1990,7,4,17.66,11.54,0,1.62
1990,7,5,18.27,13.24,0.18,1.68
1990,7,6,11.78,15.38,1.32,1.41
1990,7,7,13.94,13.61,0.47,1.84
1990,7,8,11.02,15.14,0.07,1.3
1990,7,9,12.53,16.11,5.77,1.53
1990,7,10,13.59,16.11,7.37,1.26
1990,7,11,11.91,17.03,8.61,1.2
1990,7,12,10.96,16.3,4.41,2.68
1990,7,13,6.19,16.72,8.73,1.43
1990,7,14,6.02,16.66,7.14,2.14
1990,7,15,9.84,15.5,2.46,2.19
1990,7,16,10.12,14.4,2.32,1.23
1990,7,17,9.59,15.2,11.78,0.64
1990,7,18,9.98,14.83,0.42,0.98
1990,7,19,7.79,14.16,0.83,0.7
1990,7,20,13.66,14.22,0.28,1.67
1990,7,21,11.73,15.69,1.39,1.29
1990,7,22,13.2,15.44,0.09,0.59
1990,7,23,13.11,14.95,0.01,1.92
1990,7,24,12.38,12.94,0,1.41
1990,7,25,15.2,11.11,0,1.02
1990,7,26,14.57,10.8,0.11,2.06
1990,7,27,13.22,13.43,3.33,2.34
1990,7,28,10.59,14.04,1.38,2.25
1990,7,29,13.61,13.12,0.23,1.85
1990,7,30,14.09,13.49,0.31,1.7
1990,7,31,14.27,13.18,0.08,2.09
1990,8,1,13.2,11.23,0.04,1.71
1990,8,2,16.88,9.03,0.07,1.26
1990,8,3,14.1,10.56,0.09,1.83
1990,8,4,17.41,12.21,0.12,2.45
1990,8,5,11.85,13.98,5.73,1.32
1990,8,6,8.49,15.81,17.68,2.49
1990,8,7,13.06,12.94,6.08,2.16
1990,8,8,9.07,13.43,19.51,1.92
1990,8,9,3.38,15.44,18.31,2.7
1990,8,10,9.84,14.22,0.4,1.12
1990,8,11,13.48,12.76,0.03,1.38
1990,8,12,16.46,12.02,0.33,1.64
1990,8,13,13.19,14.34,4.97,0.92
1990,8,14,13.63,15.01,6.54,1.09
1990,8,15,10.86,15.93,3.42,0.7
1990,8,16,9.38,16.05,9.49,0.96
1990,8,17,10.65,14.47,2.65,1.49
1990,8,18,13.41,13.73,0.52,1.37
1990,8,19,15.87,14.4,2.37,1.61
1990,8,20,11.15,15.87,0.73,0.96
1990,8,21,12.6,15.32,0.94,1.45
1990,8,22,6.21,16.36,4.81,1.88
1990,8,23,10.07,15.93,21.46,0.73
1990,8,24,10.73,15.56,6.93,0.79
1990,8,25,11.41,16.42,7.38,0.99
1990,8,26,10.41,16.91,2.84,1.25
1990,8,27,14.21,14.34,0.13,1.62
1990,8,28,14.64,14.1,3.1,1.52
1990,8,29,17.45,13,6.27,1.95
1990,8,30,8.04,13.43,0.43,1.42
1990,8,31,12.71,11.72,0,1.8
1990,9,1,14.78,11.11,0,1.18
1990,9,2,17.52,12.39,0.42,1.37
1990,9,3,11.86,13.67,0.05,1.6
1990,9,4,12.7,10.68,0,1.71
1990,9,5,17.33,10.38,0,1.63
1990,9,6,18.15,12.7,0.55,1.7
1990,9,7,16.37,13.92,3.63,1.03
1990,9,8,10.45,14.04,0.66,1.88
1990,9,9,11,14.04,1,1.35
1990,9,10,9.36,15.81,2.71,0.77
1990,9,11,12.38,13.67,0.31,0.96
1990,9,12,14.09,11.84,0.27,0.89
1990,9,13,9.37,13.92,1.21,0.72
1990,9,14,11.13,13.92,0.4,2.44
1990,9,15,14.16,10.25,0,1.96
1990,9,16,16.38,8.18,0,3.21
1990,9,17,13.07,5.86,0,2.13
1990,9,18,15,5.86,0.04,1.53
1990,9,19,17.7,7.93,0,2.01
1990,9,20,11.29,11.66,0.12,1.21
1990,9,21,13.52,10.25,0.24,1.2
1990,9,22,10.53,14.04,1.41,2.38
1990,9,23,12.83,6.23,0.08,2.52
1990,9,24,14.06,5.19,0.01,1.73
1990,9,25,19.2,5.07,0,1.48
1990,9,26,20.08,7.26,0,1.99
1990,9,27,16.43,8.06,0,1.16
1990,9,28,16.12,8.67,0,1.6
1990,9,29,10.95,9.09,0,1.8
1990,9,30,9.53,10.8,0.06,1.55
1990,10,1,12.46,9.09,0.26,1.91
1990,10,2,17.88,7.26,0,1.96
1990,10,3,18.97,8.73,0.92,1.61
1990,10,4,14.36,13.55,6.32,4.03
1990,10,5,18.21,6.96,0,1.89
1990,10,6,18.29,6.65,0.37,2.15
1990,10,7,17.19,10.99,0.08,1.57
1990,10,8,12.36,12.27,0,1
1990,10,9,14.98,12.02,0.92,1.88
1990,10,10,12.19,12.7,20.86,3.18
1990,10,11,6.8,15.38,18.59,3.6
1990,10,12,7.8,13.79,6.42,2.38
1990,10,13,10.77,14.59,5.61,0.83
1990,10,14,11.95,11.66,0.01,1.26
1990,10,15,15.08,9.16,0,1.59
1990,10,16,15.25,5.92,0,1.91
1990,10,17,16.87,9.16,0.57,1.52
1990,10,18,12.34,12.02,10.08,3.56
1990,10,19,12.14,4.33,0.1,1.9
1990,10,20,15.73,4.88,0.51,1.16
1990,10,21,17.27,7.32,1.21,1.83
1990,10,22,12.98,11.05,7.21,1.41
1990,10,23,9.98,12.39,37.33,2.57
1990,10,24,11.94,8.85,0.41,1.61
1990,10,25,4.73,7.75,19.04,3.55
1990,10,26,10.05,4.39,9.88,3.52
1990,10,27,14.81,3.78,0.01,1.66
1990,10,28,13.27,4.82,0,1.34
1990,10,29,13.97,4.09,0,1.62
1990,10,30,15.12,4.39,0,2.14
1990,10,31,20.67,5.62,0,1.7
1990,11,1,18.67,6.04,0.01,2.37
1990,11,2,16.66,7.14,0,1.88
1990,11,3,17.54,7.08,0,1.67
1990,11,4,14.03,7.45,0,1.53
1990,11,5,14.42,9.16,0.07,2.02
1990,11,6,12.12,6.04,0,1.79
1990,11,7,15.03,5.31,0,2.45
1990,11,8,8.68,3.97,1.41,1.96
1990,11,9,11.17,5.49,11.34,1.9
1990,11,10,12.39,8.12,13.69,3.15
1990,11,11,10.82,3.97,0,2.1
1990,11,12,13.23,4.88,0.04,1.44
1990,11,13,11.72,3.36,0.1,2.06
1990,11,14,14.42,3.23,0,1.99
1990,11,15,17.78,5,0,1.24
1990,11,16,16.67,6.96,0,1.38
1990,11,17,8.72,5.25,0.53,2.91
1990,11,18,11.49,3.48,0,2.12
1990,11,19,16.19,3.72,0,1.62
1990,11,20,13.15,4.46,0,0.92
1990,11,21,15.3,4.27,0,2.2
1990,11,22,15.21,5.92,0,1.28
1990,11,23,11.33,8.24,1.58,1.24
1990,11,24,11.88,5.49,0,1.1
1990,11,25,10.38,6.59,0,1.2
1990,11,26,14.8,7.02,0,1.55
1990,11,27,14.59,7.75,0,1.82
1990,11,28,11.95,13.55,11.94,2.88
1990,11,29,17.3,6.59,8.88,1.63
1990,11,30,11.24,2.75,0,2.14
1990,12,1,16.47,3.36,0,1.11
1990,12,2,15.38,6.59,0.14,1.11
1990,12,3,9.14,9.52,7.92,3.79
1990,12,4,17.22,6.16,4.53,2.13
1990,12,5,10.1,2.56,0,2.45
1990,12,6,16.26,3.6,0,1.26
1990,12,7,6.25,4.88,7.31,1.17
1990,12,8,8.7,4.03,8.23,1.87
1990,12,9,12.66,3.72,0,1.1
1990,12,10,15.73,4.94,0.01,0.77
1990,12,11,11.56,3.72,0.1,2.27
1990,12,12,15.74,5,0,1.83
1990,12,13,11.09,7.08,0.14,2.3
1990,12,14,9.02,3.48,1.1,2.28
1990,12,15,10,5.49,2.82,2.61
1990,12,16,8.52,5.98,0.12,1.69
1990,12,17,9.99,4.76,0.24,1.15
1990,12,18,13.86,9.22,0.29,3.73
1990,12,19,11.52,7.2,5.23,1.53
1990,12,20,4.93,5.13,8.41,1.67
1990,12,21,7.4,7.51,12.04,1.06
1990,12,22,10.02,10.25,0.52,2.24
1990,12,23,7.01,12.02,0.44,3.25
1990,12,24,21.18,5.13,0.61,4.23
1990,12,25,9.47,1.89,0,2.5
1990,12,26,5.59,2.44,0.2,2.09
1990,12,27,3.9,2.99,10,2.52
1990,12,28,9.36,4.64,1.12,1.42
1990,12,29,7.25,6.16,1.05,1.61
1990,12,30,12.41,10.25,1.48,3.32
1990,12,31,15.7,5.68,4.56,3.27
1991,1,1,8.05,2.99,1.45,1.39
1991,1,2,10.2,3.91,6.17,1.33
1991,1,3,11.78,4.64,3.6,1.7
1991,1,4,11.09,3.78,0.28,1.96
1991,1,5,13.7,3.23,0,2.09
1991,1,6,14.36,5.74,0.14,1.33
1991,1,7,8.16,4.94,25.15,3.76
1991,1,8,2.57,3.3,7.39,1.46
1991,1,9,9.63,4.09,0.09,1.85
1991,1,10,5.95,4.21,0.48,1.41
1991,1,11,12.8,6.96,29.69,3.06
1991,1,12,10.1,6.53,3.35,2.56
1991,1,13,10.39,3.36,0.09,1.98
1991,1,14,13.61,3.42,0,1.25
1991,1,15,14.45,4.82,1.19,2.9
1991,1,16,10.55,9.52,5.32,2.26
1991,1,17,9.57,4.52,0,2.33
1991,1,18,13.22,3.91,0,2.86
1991,1,19,8.49,4.46,8.7,2.11
1991,1,20,12.1,5.68,11.2,2.33
1991,1,21,8.6,3.54,0.01,3.05
1991,1,22,5.77,2.01,0,1.84
1991,1,23,12.26,2.56,0,2.52
1991,1,24,6.4,3.78,3.24,1.82
1991,1,25,9.56,2.56,0.01,1.88
1991,1,26,12.3,2.44,0,1.84
1991,1,27,12.81,3.78,0.07,2.32
1991,1,28,12.27,5,0.63,1.34
1991,1,29,9.67,5.43,0.43,1.03
1991,1,30,7.54,7.93,6.15,1.9
1991,1,31,14.18,3.91,0.08,2.98
1991,2,1,15.09,2.38,0,2.31
1991,2,2,16.05,3.17,0,2.34
1991,2,3,18.22,3.97,0,2.22
1991,2,4,19.4,4.94,0,1.81
1991,2,5,17.96,6.29,0.16,1.6
1991,2,6,5.56,7.69,2.18,2.01
1991,2,7,8.44,8.97,5.38,2.41
1991,2,8,8.48,5.62,0.18,3.01
1991,2,9,15.04,4.27,0,1.91
1991,2,10,11.77,4.82,0,1.91
1991,2,11,8.86,3.23,0,2.23
1991,2,12,12.3,2.44,0,2.52
1991,2,13,13.32,5.55,3.27,3.66
1991,2,14,10.79,6.53,0.37,3.66
1991,2,15,8.71,1.95,0.01,3.41
1991,2,16,8.12,1.4,0,3.77
1991,2,17,12.23,2.87,3.86,2.35
1991,2,18,7.77,4.94,0.65,1.73
1991,2,19,11.63,9.58,1.64,3.13
1991,2,20,10.59,9.64,0.26,3.49
1991,2,21,10.44,5.98,0.26,1.51
1991,2,22,7.73,6.71,0.46,1.91
1991,2,23,9.68,3.72,2.01,2.35
1991,2,24,14.04,4.09,0.28,1.29
1991,2,25,11.49,5.98,1.27,1.54
1991,2,26,9.52,3.85,3.22,2.98
1991,2,27,14.15,3.17,0,2.09
1991,2,28,13.95,4.7,0,2.91
1991,3,1,17.73,7.26,1.13,4.07
1991,3,2,4.46,11.23,19.89,3.66
1991,3,3,9.19,10.8,17.9,6.64
1991,3,4,10.6,5.62,0.63,1.75
1991,3,5,16.05,4.21,0,1.65
1991,3,6,10.99,7.02,1.56,3.57
1991,3,7,9.67,6.29,0.31,3.12
1991,3,8,7.08,3.91,1.3,1.88
1991,3,9,14.21,3.05,0,1.71
1991,3,10,9.33,3.48,0.23,2.82
1991,3,11,12.44,3.3,0,2.27
1991,3,12,14.08,3.42,0.75,1.71
1991,3,13,9.59,5.86,16.73,1.98
1991,3,14,11.68,5,1.53,1.41
1991,3,15,11,3.91,0.01,2.18
1991,3,16,14.3,3.78,0,1.41
1991,3,17,11.34,4.52,0.46,2.45
1991,3,18,13.57,7.57,18.37,3.38
1991,3,19,10.07,4.88,0,2.91
1991,3,20,15.91,5.43,0,1.01
1991,3,21,15.7,7.93,0.09,2.05
1991,3,22,12.12,11.05,1.2,3.03
1991,3,23,8.3,11.47,2.22,2.98
1991,3,24,11.36,7.45,0.01,4.2
1991,3,25,14.13,6.16,0.02,1.62
1991,3,26,16.08,7.57,0.02,1.14
1991,3,27,10.95,10.86,0.04,2.45
1991,3,28,6.3,10.44,8.57,3.24
1991,3,29,8.69,12.15,38.27,6.86
1991,3,30,14.59,5.98,2.01,3.47
1991,3,31,14.76,4.21,0.02,2.38
1991,4,1,13.77,5.37,1.58,2.18
1991,4,2,15.59,4.76,0.01,1.69
1991,4,3,14.36,4.88,0,1.73
1991,4,4,15.32,5.8,0,1.27
1991,4,5,9.33,8.85,0.32,1.91
1991,4,6,14.42,9.03,0.05,1.08
1991,4,7,17.52,9.7,0.16,1.48
1991,4,8,11.9,12.02,0.25,1.78
1991,4,9,6.89,13.12,0.58,1.03
1991,4,10,9.99,8.67,0,1.66
1991,4,11,14.4,4.94,0,2.43
1991,4,12,10.77,5.37,0.04,3.06
1991,4,13,11.23,8.06,4.82,1.95
1991,4,14,13.54,10.56,4.21,2.95
1991,4,15,11.7,12.02,5.67,3.11
1991,4,16,13.45,8.91,0.19,1.96
1991,4,17,15.19,11.05,0.01,1.33
1991,4,18,13.07,9.4,0.21,2.35
1991,4,19,6.84,7.08,7.46,1.31
1991,4,20,8.59,7.63,18.43,1.97
1991,4,21,6.36,6.35,7.71,1.23
1991,4,22,12.99,5.68,0.01,2.39
1991,4,23,15.45,7.2,0.02,1.19
1991,4,24,12.23,7.69,0,3.15
1991,4,25,16.83,6.65,0,1.65
1991,4,26,15.12,8.67,0.02,1.56
1991,4,27,14.23,11.35,2.91,1.55
1991,4,28,10.67,12.94,5.77,1.63
1991,4,29,10.91,14.83,7.2,1.4
1991,4,30,9.62,14.47,1.59,2.22
1991,5,1,11.54,12.15,0.18,2.83
1991,5,2,11.06,8,0,1.68
1991,5,3,14.81,8.48,0,3.61
1991,5,4,11.89,9.4,1.12,2.16
1991,5,5,9.3,12.27,4.87,1.47
1991,5,6,9.02,13.61,0.89,2.54
1991,5,7,11.11,7.32,0,2.27
1991,5,8,16.2,8.06,0,1.94
1991,5,9,7.61,9.77,0.19,2.16
1991,5,10,15.07,11.47,0.03,1.77
1991,5,11,8.7,11.23,0.09,1.13
1991,5,12,8.17,13.31,0.12,1.34
1991,5,13,12.44,13.55,0.87,1.29
1991,5,14,10.9,14.4,2.56,1.07
1991,5,15,12.21,13.98,0.35,1.13
1991,5,16,12.95,13.49,0.65,0.9
1991,5,17,9.46,15.26,2.5,0.91
1991,5,18,16.35,14.22,12.63,2.77
1991,5,19,9.94,8.3,23.82,1.99
1991,5,20,7.49,9.16,10.82,1.26
1991,5,21,12.35,11.41,1.08,1.41
1991,5,22,14.43,12.02,0.02,0.95
1991,5,23,12.6,12.51,0,1.03
1991,5,24,12.87,12.27,0,1.05
1991,5,25,13.77,13.61,0,0.72
1991,5,26,12.59,14.65,1.48,1.12
1991,5,27,10.8,16.91,2.07,2.13
1991,5,28,8.45,17.21,3.85,1.56
1991,5,29,13.52,14.65,0,0.64
1991,5,30,15.59,14.22,0.03,0.95
1991,5,31,12.62,16.48,1.81,1.52
1991,6,1,9.38,16.54,5.47,0.89
1991,6,2,8.97,15.44,7.8,1.04
1991,6,3,12.64,14.59,0.5,1.34
1991,6,4,15,12.7,0.2,2.44
1991,6,5,11.41,8.06,0,1.45
1991,6,6,14.01,7.69,0,1.63
1991,6,7,13.75,7.63,0,2.02
1991,6,8,15.58,8.06,0,1.65
1991,6,9,17.17,8.97,0,1.3
1991,6,10,17.9,9.52,0,1.88
1991,6,11,14.24,11.41,0.06,1.81
1991,6,12,10.45,13.98,0.18,2.38
1991,6,13,14.91,12.33,0.02,1.34
1991,6,14,15.75,11.96,1.21,1.15
1991,6,15,12.52,14.59,0.49,1.59
1991,6,16,12.36,15.44,6.17,2.47
1991,6,17,8.15,16.72,9.56,1.37
1991,6,18,9.41,16.05,12.01,1.47
1991,6,19,7.13,16.6,22.36,1.48
1991,6,20,8.79,17.09,4.31,1.09
1991,6,21,8.94,16.85,1.01,0.96
1991,6,22,9.94,16.48,4.2,1.94
1991,6,23,9.64,13.85,3.12,2.77
1991,6,24,12.8,9.83,0.1,1.19
1991,6,25,13.38,8.85,0,1.41
1991,6,26,12.59,10.8,0.07,0.81
1991,6,27,13.63,11.78,0.01,1.59
1991,6,28,15.8,13.61,0,1.41
1991,6,29,15.37,14.89,0.09,1.1
1991,6,30,12.98,15.93,2.59,1.52
1991,7,1,12.2,16.3,4.45,0.77
1991,7,2,11.25,17.4,19.99,0.68
1991,7,3,9.66,16.48,6.64,1.22
1991,7,4,8.52,17.33,4.14,2.04
1991,7,5,8.89,17.09,6.32,1.39
1991,7,6,14.41,13.79,0.83,0.87
1991,7,7,14.33,14.34,0.01,0.7
1991,7,8,11.38,15.26,0,1.49
1991,7,9,13.27,14.71,0.21,2.02
1991,7,10,11.82,15.44,14.76,0.91
1991,7,11,11.03,15.81,9.59,1.5
1991,7,12,12.72,15.56,0.37,1.19
1991,7,13,11.72,15.44,0.21,1.87
1991,7,14,12.58,13.49,0.39,1.19
1991,7,15,12.45,12.82,1.31,1.52
1991,7,16,9.37,13.55,1.04,2.44
1991,7,17,11.48,14.4,1.89,2.05
1991,7,18,9.55,15.5,6.06,1.82
1991,7,19,7.88,16.54,1.77,1.41
1991,7,20,9.73,16.97,1.38,1.03
1991,7,21,13.78,16.42,0.59,0.83
1991,7,22,15.55,15.38,0.1,1.37
1991,7,23,14.31,15.26,0.69,1.53
1991,7,24,11.17,17.03,2.23,1.31
1991,7,25,7.32,17.94,4.95,1.19
1991,7,26,9.55,17.03,13.19,1.97
1991,7,27,7.89,16.36,14.52,2.02
1991,7,28,9.14,13.85,14.81,0.8
1991,7,29,9.99,16.6,26.63,1.82
1991,7,30,5.8,15.5,20.43,2.5
1991,7,31,10.55,14.77,1.53,1.59
1991,8,1,7.9,16.48,2.93,1.74
1991,8,2,8.19,16.54,3.69,2.2
1991,8,3,12.53,15.93,2.15,1.72
1991,8,4,14.45,15.44,2.84,1.55
1991,8,5,10.89,14.28,0.34,2.48
1991,8,6,11.34,15.75,3.38,1.62
1991,8,7,5.71,17.82,4.86,1.59
1991,8,8,10.77,16.42,2.35,0.74
1991,8,9,7.88,17.94,12.16,0.94
1991,8,10,8.47,15.87,1.55,2.43
1991,8,11,10.44,12.88,0.67,1.52
1991,8,12,8.11,13.18,11.73,1.32
1991,8,13,8.72,13.49,2.38,1.59
1991,8,14,6.96,15.32,15.01,1.63
1991,8,15,10.25,13.61,3.68,1.66
1991,8,16,14.06,12.45,0,1.39
1991,8,17,13.73,13.92,0.67,1.02
1991,8,18,11.83,15.62,1.76,1.44
